iso,country,subject_descriptor,units,scale,2015,2016,2017,2018,2019,2020,2021,2022,2023,estimates_after
PLW,Palau,"Gross domestic product per capita, current prices",U.S. dollars,Units,"16,408.16","16,776.84","16,028.19","16,328.65","15,725.08","14,731.70","11,835.18","13,602.82","15,695.71",2020
PLW,Palau,"Inflation, average consumer prices",Percent change,,2.199,-1.336,1.1,1.954,0.609,0.681,1,1,1.5,2019
PLW,Palau,Unemployment rate,Percent of total labor force,,,,,,,,,,,
PLW,Palau,Population,Persons,Millions,0.018,0.018,0.018,0.018,0.017,0.017,0.018,0.018,0.018,2020
PAN,Panama,"Gross domestic product, constant prices",Percent change,,5.733,4.953,5.591,3.598,3.04,-17.949,11.951,5,5,2020
PAN,Panama,"Gross domestic product, current prices",U.S. dollars,Billions,54.092,57.908,62.203,64.928,66.788,52.938,60.121,64.366,68.936,2020
PAN,Panama,"Gross domestic product per capita, current prices",U.S. dollars,Units,"13,606.60","14,344.09","15,178.30","15,612.33","15,830.98","12,373.05","13,861.06","14,643.87","15,481.39",2020
PAN,Panama,"Inflation, average consumer prices",Percent change,,0.137,0.74,0.876,0.762,-0.355,-1.55,1.445,1.962,2,2020
PAN,Panama,Unemployment rate,Percent of total labor force,,5.052,5.494,6.13,5.956,7.07,18.548,10.171,9.155,8.88,2020
PAN,Panama,Population,Persons,Millions,3.975,4.037,4.098,4.159,4.219,4.279,4.337,4.395,4.453,2020
PNG,Papua New Guinea,"Gross domestic product, constant prices",Percent change,,6.576,5.492,3.535,-0.279,5.86,-3.905,1.215,4.015,3.367,2019
PNG,Papua New Guinea,"Gross domestic product, current prices",U.S. dollars,Billions,21.723,20.759,22.743,24.11,24.829,23.279,26.461,28.31,30.008,2019
PNG,Papua New Guinea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,742.92","2,567.58","2,755.49","2,861.45","2,886.59","2,651.09","2,951.98","3,093.66","3,212.23",2019
PNG,Papua New Guinea,"Inflation, average consumer prices",Percent change,,5.996,6.674,5.422,4.71,3.682,4.872,3.63,4.516,3.97,2019
PNG,Papua New Guinea,Unemployment rate,Percent of total labor force,,,,,,,,,,,
PNG,Papua New Guinea,Population,Persons,Millions,7.92,8.085,8.254,8.426,8.601,8.781,8.964,9.151,9.342,2019
PRY,Paraguay,"Gross domestic product, constant prices",Percent change,,2.957,4.268,4.81,3.204,-0.402,-0.566,4.5,3.8,4,2019
PRY,Paraguay,"Gross domestic product, current prices",U.S. dollars,Billions,36.211,36.09,38.997,40.225,37.907,35.67,36.973,39.197,41.306,2019
PRY,Paraguay,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,360.08","5,265.06","5,608.16","5,703.32","5,299.67","4,918.23","5,028.22","5,258.69","5,467.53",2019
PRY,Paraguay,"Inflation, average consumer prices",Percent change,,3.129,4.087,3.602,3.976,2.757,1.768,3.484,4,4,2019
PRY,Paraguay,Unemployment rate,Percent of total labor force,,5.351,5.998,6.086,6.236,6.086,6.514,6.053,5.933,5.853,2019
PRY,Paraguay,Population,Persons,Millions,6.756,6.855,6.954,7.053,7.153,7.253,7.353,7.454,7.555,2019
PER,Peru,"Gross domestic product, constant prices",Percent change,,3.252,3.953,2.519,3.977,2.15,-11.004,10.038,4.562,4.513,2020
PER,Peru,"Gross domestic product, current prices",U.S. dollars,Billions,191.247,194.266,214.128,225.369,230.865,205.458,225.858,231.691,246.721,2020
PER,Peru,"Gross domestic product per capita, current prices",U.S. dollars,Units,"6,139.23","6,169.39","6,728.07","7,007.28","6,961.70","6,134.22","6,676.52","6,781.12","7,149.52",2018
PER,Peru,"Inflation, average consumer prices",Percent change,,3.548,3.593,2.804,1.317,2.136,1.827,3.145,2.528,2.279,2020
PER,Peru,Unemployment rate,Percent of total labor force,,6.49,6.742,6.876,6.7,6.6,13,8.668,6.474,6.5,2020
PER,Peru,Population,Persons,Millions,31.152,31.489,31.826,32.162,33.162,33.494,33.829,34.167,34.509,2018
PHL,Philippines,"Gross domestic product, constant prices",Percent change,,6.348,7.149,6.931,6.341,6.119,-9.573,3.223,6.302,6.958,2020
PHL,Philippines,"Gross domestic product, current prices",U.S. dollars,Billions,306.446,318.627,328.481,346.842,376.823,361.489,385.737,406.107,438.182,2020
PHL,Philippines,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,039.23","3,107.65","3,153.31","3,279.52","3,511.87","3,322.51","3,492.07","3,621.21","3,848.48",2020
PHL,Philippines,"Inflation, average consumer prices",Percent change,,0.674,1.254,2.853,5.212,2.48,2.635,4.304,2.977,3.004,2020
PHL,Philippines,Unemployment rate,Percent of total labor force,,6.275,5.475,5.725,5.325,5.1,10.4,7.825,6.833,5.9,2020
PHL,Philippines,Population,Persons,Millions,100.83,102.53,104.17,105.76,107.3,108.8,110.461,112.147,113.858,2020
POL,Poland,"Gross domestic product, constant prices",Percent change,,4.236,3.142,4.831,5.354,4.745,-2.72,5.115,5.086,3.476,2020
POL,Poland,"Gross domestic product, current prices",U.S. dollars,Billions,477.488,472.256,526.643,587.433,597.194,595.916,655.332,720.35,776.332,2020
POL,Poland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"12,563.61","12,438.52","13,868.91","15,468.26","15,726.88","15,699.30","17,318.50","19,055.72","20,561.52",2020
POL,Poland,"Inflation, average consumer prices",Percent change,,-0.933,-0.583,1.975,1.6,2.308,3.4,4.422,3.266,2.792,2020
POL,Poland,Unemployment rate,Percent of total labor force,,7.499,6.161,4.888,3.846,3.277,3.164,3.453,3.212,3.018,2020
POL,Poland,Population,Persons,Millions,38.006,37.967,37.973,37.977,37.973,37.958,37.84,37.802,37.757,2020
PRT,Portugal,"Gross domestic product, constant prices",Percent change,,1.792,2.019,3.506,2.849,2.683,-8.442,4.442,5.1,2.5,2020
PRT,Portugal,"Gross domestic product, current prices",U.S. dollars,Billions,199.414,206.369,221.28,242.423,240.013,228.356,251.709,271.191,286.904,2020
PRT,Portugal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"19,252.02","19,986.36","21,482.83","23,573.29","23,333.32","22,148.80","24,457.14","26,404.14","27,997.75",2020
PRT,Portugal,"Inflation, average consumer prices",Percent change,,0.508,0.636,1.556,1.168,0.3,-0.121,1.194,1.276,1.362,2020
PRT,Portugal,Unemployment rate,Percent of total labor force,,12.939,11.452,9.151,7.194,6.636,6.968,6.876,6.692,6.321,2020
PRT,Portugal,Population,Persons,Millions,10.358,10.326,10.3,10.284,10.286,10.31,10.292,10.271,10.247,2020
PRI,Puerto Rico,"Gross domestic product, constant prices",Percent change,,-1.049,-1.263,-2.886,-4.152,1.486,-3.904,-0.6,-0.3,-0.3,2020
PRI,Puerto Rico,"Gross domestic product, current prices",U.S. dollars,Billions,103.376,104.337,103.446,104.925,104.915,103.138,106.576,108.267,109.507,2020
PRI,Puerto Rico,"Gross domestic product per capita, current prices",U.S. dollars,Units,"29,755.35","30,585.55","31,347.27","32,789.06","32,785.94","32,645.40","34,143.27","35,106.44","35,939.72",2020
PRI,Puerto Rico,"Inflation, average consumer prices",Percent change,,-0.751,-0.294,1.752,1.272,0.084,-0.497,3.957,1.893,1.449,2020
PRI,Puerto Rico,Unemployment rate,Percent of total labor force,,12,11.8,10.8,9.2,8.3,8.9,8.7,8.5,8.3,2020
PRI,Puerto Rico,Population,Persons,Millions,3.474,3.411,3.3,3.2,3.2,3.159,3.121,3.084,3.047,2020
QAT,Qatar,"Gross domestic product, constant prices",Percent change,,4.753,3.064,-1.498,1.235,0.775,-3.588,1.947,3.959,2.631,2020
QAT,Qatar,"Gross domestic product, current prices",U.S. dollars,Billions,161.74,151.732,161.099,183.335,175.838,145.45,169.184,180.883,186.491,2020
QAT,Qatar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"66,346.91","57,965.38","59,127.51","66,421.69","62,817.06","54,184.97","61,790.57","64,768.01","65,466.92",2020
QAT,Qatar,"Inflation, average consumer prices",Percent change,,0.939,2.689,0.403,0.301,-0.7,-2.719,2.526,3.175,2.385,2020
QAT,Qatar,Unemployment rate,Percent of total labor force,,,,,,,,,,,
QAT,Qatar,Population,Persons,Millions,2.438,2.618,2.725,2.76,2.799,2.684,2.738,2.793,2.849,2020
ROU,Romania,"Gross domestic product, constant prices",Percent change,,2.954,4.703,7.319,4.475,4.127,-3.859,7,4.83,3.83,2020
ROU,Romania,"Gross domestic product, current prices",U.S. dollars,Billions,177.731,188.13,211.696,241.456,249.695,248.716,287.279,314.876,345.319,2020
ROU,Romania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"8,942.20","9,520.44","10,776.67","12,361.14","12,861.28","12,867.64","14,863.89","16,293.05","17,869.73",2020
ROU,Romania,"Inflation, average consumer prices",Percent change,,-0.596,-1.555,1.344,4.631,3.825,2.646,4.32,3.385,2.953,2020
ROU,Romania,Unemployment rate,Percent of total labor force,,6.812,5.902,4.927,4.187,3.912,5.035,4.9,4.9,4.9,2020
ROU,Romania,Population,Persons,Millions,19.876,19.761,19.644,19.534,19.415,19.329,19.327,19.326,19.324,2020
RUS,Russia,"Gross domestic product, constant prices",Percent change,,-1.973,0.194,1.826,2.807,2.033,-2.951,4.69,2.947,2,2020
RUS,Russia,"Gross domestic product, current prices",U.S. dollars,Billions,"1,356.70","1,280.65","1,575.14","1,653.01","1,690.05","1,478.57","1,647.57","1,703.53","1,753.94",2020
RUS,Russia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"9,257.94","8,723.52","10,724.00","11,261.71","11,516.60","10,115.35","11,273.24","11,664.62","12,024.44",2020
RUS,Russia,"Inflation, average consumer prices",Percent change,,15.534,7.042,3.683,2.878,4.47,3.382,5.937,4.825,4.5,2020
RUS,Russia,Unemployment rate,Percent of total labor force,,5.575,5.525,5.2,4.8,4.6,5.783,4.88,4.578,4.6,2020
RUS,Russia,Population,Persons,Millions,146.545,146.804,146.88,146.781,146.749,146.171,146.149,146.042,145.865,2020
RWA,Rwanda,"Gross domestic product, constant prices",Percent change,,8.854,5.972,3.973,8.578,9.469,-3.357,5.104,7.002,8.071,2019
RWA,Rwanda,"Gross domestic product, current prices",U.S. dollars,Billions,8.542,8.691,9.253,9.641,10.356,10.332,10.395,11.035,11.935,2019
RWA,Rwanda,"Gross domestic product per capita, current prices",U.S. dollars,Units,755.951,755.737,784.138,796.811,835.187,815.824,802.264,832.569,880.534,2012
RWA,Rwanda,"Inflation, average consumer prices",Percent change,,2.507,5.723,4.837,1.364,2.426,7.716,2.4,4.9,5.8,2019
RWA,Rwanda,Unemployment rate,Percent of total labor force,,,,,,,,,,,
RWA,Rwanda,Population,Persons,Millions,11.3,11.5,11.8,12.1,12.4,12.665,12.957,13.254,13.555,2012
WSM,Samoa,"Gross domestic product, constant prices",Percent change,,4.272,8.056,1.044,-2.063,3.58,-2.742,-7.226,1.048,4.059,2020
WSM,Samoa,"Gross domestic product, current prices",U.S. dollars,Billions,0.788,0.799,0.832,0.837,0.846,0.812,0.78,0.808,0.86,2020
WSM,Samoa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"4,073.68","4,109.09","4,259.62","4,266.50","4,291.25","4,090.06","3,906.41","4,019.18","4,247.63",2016
WSM,Samoa,"Inflation, average consumer prices",Percent change,,1.923,0.13,1.298,3.672,2.193,1.486,-3,2.7,2.1,2020
WSM,Samoa,Unemployment rate,Percent of total labor force,,,,,,,,,,,
WSM,Samoa,Population,Persons,Millions,0.194,0.195,0.195,0.196,0.197,0.198,0.2,0.201,0.202,2016
SMR,San Marino,"Gross domestic product, constant prices",Percent change,,2.695,2.344,0.272,1.532,2.374,-6.544,5.511,3.714,1.469,2019
SMR,San Marino,"Gross domestic product, current prices",U.S. dollars,Billions,1.42,1.468,1.528,1.656,1.616,1.554,1.728,1.831,1.905,2019
SMR,San Marino,"Gross domestic product per capita, current prices",U.S. dollars,Units,"43,068.69","44,308.67","45,887.69","49,477.28","48,368.00","46,282.47","50,934.19","53,800.03","55,816.02",2019
SMR,San Marino,"Inflation, average consumer prices",Percent change,,0.146,0.574,1.046,1.764,0.951,0.215,0.839,0.903,0.986,2020
SMR,San Marino,Unemployment rate,Percent of total labor force,,9.183,8.597,8.095,8.009,7.663,7.342,6.739,6.38,5.931,2020
SMR,San Marino,Population,Persons,Millions,0.033,0.033,0.033,0.033,0.033,0.034,0.034,0.034,0.034,2020
STP,São Tomé and Príncipe,"Gross domestic product, constant prices",Percent change,,3.798,4.172,3.871,3.028,2.211,3.003,2.131,2.907,3.261,2020
STP,São Tomé and Príncipe,"Gross domestic product, current prices",U.S. dollars,Billions,0.318,0.348,0.376,0.416,0.431,0.477,0.534,0.573,0.616,2020
STP,São Tomé and Príncipe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,623.81","1,737.73","1,842.33","1,988.72","2,021.93","2,189.68","2,392.89","2,523.79","2,656.96",2011
STP,São Tomé and Príncipe,"Inflation, average consumer prices",Percent change,,6.13,5.407,5.69,7.873,7.716,9.821,8.324,7.804,5.818,2020
STP,São Tomé and Príncipe,Unemployment rate,Percent of total labor force,,13.433,13.416,13.472,n/a,n/a,n/a,n/a,n/a,n/a,2017
STP,São Tomé and Príncipe,Population,Persons,Millions,0.196,0.2,0.204,0.209,0.213,0.218,0.223,0.227,0.232,2011
SAU,Saudi Arabia,"Gross domestic product, constant prices",Percent change,,4.106,1.671,-0.742,2.434,0.331,-4.107,2.836,4.829,2.778,2020
SAU,Saudi Arabia,"Gross domestic product, current prices",U.S. dollars,Billions,654.27,644.935,688.586,786.522,792.966,700.118,842.588,876.148,899.11,2020
SAU,Saudi Arabia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"21,063.32","20,288.90","21,113.96","23,538.94","23,173.84","19,995.70","23,762.42","24,224.38","24,371.81",2020
SAU,Saudi Arabia,"Inflation, average consumer prices",Percent change,,1.216,2.048,-0.813,2.45,-2.091,3.438,3.229,2.223,1.976,2020
SAU,Saudi Arabia,Unemployment rate,Percent of total labor force,,5.591,5.6,6,6,5.7,7.4,n/a,n/a,n/a,2020
SAU,Saudi Arabia,Population,Persons,Millions,31.062,31.788,32.613,33.414,34.218,35.013,35.459,36.168,36.891,2020
SEN,Senegal,"Gross domestic product, constant prices",Percent change,,6.367,6.356,7.407,6.209,4.402,1.5,4.747,5.504,10.787,2019
SEN,Senegal,"Gross domestic product, current prices",U.S. dollars,Billions,17.777,19.035,20.989,23.127,23.307,24.681,27.576,30.039,34.343,2019
SEN,Senegal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,219.37","1,269.55","1,361.22","1,458.73","1,430.21","1,474.02","1,602.90","1,699.40","1,890.98",2019
SEN,Senegal,"Inflation, average consumer prices",Percent change,,0.858,1.192,1.143,0.455,1.02,2.529,2.441,2.001,1.5,2020
SEN,Senegal,Unemployment rate,Percent of total labor force,,,,,,,,,,,
SEN,Senegal,Population,Persons,Millions,14.578,14.994,15.419,15.854,16.296,16.744,17.204,17.676,18.162,2020
SRB,Serbia,"Gross domestic product, constant prices",Percent change,,1.776,3.339,2.101,4.495,4.249,-0.98,6.54,4.5,4.5,2020
SRB,Serbia,"Gross domestic product, current prices",U.S. dollars,Billions,39.656,40.693,44.179,50.641,51.475,52.96,60.669,65.697,71.326,2020
SRB,Serbia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,588.98","5,765.20","6,292.55","7,252.40","7,391.84","7,645.79","8,793.84","9,560.92","10,421.80",2020
SRB,Serbia,"Inflation, average consumer prices",Percent change,,1.392,1.122,3.131,1.96,1.85,1.575,3.01,2.72,2.534,2020
SRB,Serbia,Unemployment rate,Percent of total labor force,,18.231,15.917,14.051,13.273,10.909,9.457,9.333,9.273,9.047,2020
SRB,Serbia,Population,Persons,Millions,7.095,7.058,7.021,6.983,6.964,6.927,6.899,6.871,6.844,2020
SYC,Seychelles,"Gross domestic product, constant prices",Percent change,,4.911,4.399,4.985,1.328,1.915,-12.866,6.896,7.689,6.766,2020
SYC,Seychelles,"Gross domestic product, current prices",U.S. dollars,Billions,1.377,1.426,1.528,1.542,1.58,1.138,1.288,1.751,1.942,2020
SYC,Seychelles,"Gross domestic product per capita, current prices",U.S. dollars,Units,"14,786.12","15,199.21","16,180.94","16,143.37","16,389.25","11,701.89","13,140.37","17,706.04","19,463.21",2015
SYC,Seychelles,"Inflation, average consumer prices",Percent change,,4.043,-1.016,2.858,3.702,1.807,1.203,9.962,3.724,3.2,2020
SYC,Seychelles,Unemployment rate,Percent of total labor force,,2.684,2.684,3,3,3,3,3,3,3,2015
SYC,Seychelles,Population,Persons,Millions,0.093,0.094,0.094,0.095,0.096,0.097,0.098,0.099,0.1,2015
SLE,Sierra Leone,"Gross domestic product, constant prices",Percent change,,-20.493,6.354,3.765,3.465,5.508,-2.175,3.194,5.884,4.359,2018
SLE,Sierra Leone,"Gross domestic product, current prices",U.S. dollars,Billions,4.252,3.855,3.713,4.085,4.119,4.202,4.407,4.587,4.629,2018
SLE,Sierra Leone,"Gross domestic product per capita, current prices",U.S. dollars,Units,592.903,525.948,495.812,533.972,527.171,526.723,541.063,551.691,545.336,2017
SLE,Sierra Leone,"Inflation, average consumer prices",Percent change,,6.694,10.883,18.22,16.033,14.803,13.447,11.348,13.3,11.4,2019
SLE,Sierra Leone,Unemployment rate,Percent of total labor force,,,,,,,,,,,
SLE,Sierra Leone,Population,Persons,Millions,7.172,7.329,7.488,7.65,7.813,7.977,8.144,8.315,8.489,2017
SGP,Singapore,"Gross domestic product, constant prices",Percent change,,2.989,3.329,4.52,3.497,1.345,-5.391,6.029,3.22,2.73,2020
SGP,Singapore,"Gross domestic product, current prices",U.S. dollars,Billions,307.999,318.753,343.332,375.963,374.39,339.981,378.645,396.995,418.39,2020
SGP,Singapore,"Gross domestic product per capita, current prices",U.S. dollars,Units,"55,645.61","56,846.27","61,175.44","66,675.77","65,641.31","59,794.60","66,263.42","69,129.04","72,492.13",2020
SGP,Singapore,"Inflation, average consumer prices",Percent change,,-0.523,-0.532,0.576,0.439,0.565,-0.182,1.56,1.459,1.506,2020
SGP,Singapore,Unemployment rate,Percent of total labor force,,1.9,2.075,2.175,2.1,2.25,3,2.7,2.5,2.4,2020
SGP,Singapore,Population,Persons,Millions,5.535,5.607,5.612,5.639,5.704,5.686,5.714,5.743,5.772,2020
SVK,Slovak Republic,"Gross domestic product, constant prices",Percent change,,4.815,2.133,2.99,3.65,2.512,-4.754,4.432,5.192,4.328,2019
SVK,Slovak Republic,"Gross domestic product, current prices",U.S. dollars,Billions,88.512,89.691,95.411,105.574,105.131,104.491,116.748,127.497,137.632,2019
SVK,Slovak Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"16,326.59","16,529.16","17,553.89","19,395.85","19,288.57","19,144.92","21,383.29","23,323.33","25,146.38",2019
SVK,Slovak Republic,"Inflation, average consumer prices",Percent change,,-0.331,-0.472,1.395,2.523,2.766,2.01,2.363,2.981,2.131,2020
SVK,Slovak Republic,Unemployment rate,Percent of total labor force,,11.483,9.683,8.108,6.542,5.758,6.7,6.8,6.1,5.8,2019
SVK,Slovak Republic,Population,Persons,Millions,5.421,5.426,5.435,5.443,5.45,5.458,5.46,5.467,5.473,2019
SVN,Slovenia,"Gross domestic product, constant prices",Percent change,,2.21,3.192,4.816,4.422,3.251,-4.23,6.321,4.559,3.716,2020
SVN,Slovenia,"Gross domestic product, current prices",U.S. dollars,Billions,43.112,44.754,48.572,54.188,54.185,53.547,60.89,65.475,70.134,2020
SVN,Slovenia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"20,898.86","21,681.28","23,511.32","26,217.34","26,039.10","25,548.77","28,939.27","31,025.51","33,172.85",2020
SVN,Slovenia,"Inflation, average consumer prices",Percent change,,-0.521,-0.053,1.432,1.738,1.627,-0.051,1.414,1.808,1.792,2020
SVN,Slovenia,Unemployment rate,Percent of total labor force,,9.025,8.025,6.6,5.158,4.467,5,4.451,4.313,4.229,2019
SVN,Slovenia,Population,Persons,Millions,2.063,2.064,2.066,2.067,2.081,2.096,2.104,2.11,2.114,2020
SLB,Solomon Islands,"Gross domestic product, constant prices",Percent change,,1.417,5.873,5.347,3.943,1.204,-4.32,1.229,4.395,4.498,2019
SLB,Solomon Islands,"Gross domestic product, current prices",U.S. dollars,Billions,1.311,1.381,1.458,1.566,1.579,1.562,1.649,1.798,1.972,2019
SLB,Solomon Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,174.31","2,229.57","2,291.68","2,398.81","2,356.62","2,281.35","2,356.51","2,514.94","2,698.58",2015
SLB,Solomon Islands,"Inflation, average consumer prices",Percent change,,-0.569,0.497,0.503,3.475,1.635,2.964,2.423,3.464,2.761,2019
SLB,Solomon Islands,Unemployment rate,Percent of total labor force,,,,,,,,,,,
SLB,Solomon Islands,Population,Persons,Millions,0.603,0.619,0.636,0.653,0.67,0.685,0.7,0.715,0.731,2015
SOM,Somalia,"Gross domestic product, constant prices",Percent change,,3.46,2.894,1.385,2.8,2.9,-0.7,1.6,3.861,3.6,2019
SOM,Somalia,"Gross domestic product, current prices",U.S. dollars,Billions,4.049,4.198,4.509,4.651,5.061,4.99,5.424,5.888,6.611,2019
SOM,Somalia,"Gross domestic product per capita, current prices",U.S. dollars,Units,310.457,312.857,326.515,327.321,346.156,331.637,350.361,369.62,403.277,2013
SOM,Somalia,"Inflation, average consumer prices",Percent change,,,,,,,,,,,
SOM,Somalia,Unemployment rate,Percent of total labor force,,,,,,,,,,,
SOM,Somalia,Population,Persons,Millions,13.042,13.42,13.809,14.209,14.622,15.046,15.482,15.931,16.393,2013
ZAF,South Africa,"Gross domestic product, constant prices",Percent change,,1.322,0.665,1.158,1.488,0.113,-6.432,5,2.155,1.4,2020
ZAF,South Africa,"Gross domestic product, current prices",U.S. dollars,Billions,346.663,323.493,381.317,404.673,387.849,335.344,415.315,435.212,453.604,2020
ZAF,South Africa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"6,256.67","5,750.79","6,678.29","6,984.47","6,598.88","5,624.50","6,861.17","7,081.87","7,270.27",2020
ZAF,South Africa,"Inflation, average consumer prices",Percent change,,4.575,6.341,5.273,4.62,4.13,3.268,4.414,4.483,4.5,2020
ZAF,South Africa,Unemployment rate,Percent of total labor force,,25.35,26.725,27.45,27.125,28.7,29.175,33.5,34.375,36.186,2020
ZAF,South Africa,Population,Persons,Millions,55.407,56.252,57.098,57.939,58.775,59.622,60.531,61.454,62.392,2020
SSD,South Sudan,"Gross domestic product, constant prices",Percent change,,-0.173,-13.475,-5.765,-1.931,0.87,-6.589,5.325,6.473,5.575,2018
SSD,South Sudan,"Gross domestic product, current prices",U.S. dollars,Billions,14.801,3.501,3.495,4.659,4.589,4.44,3.263,4.575,5.85,2018
SSD,South Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,245.68",286.208,277.692,359.062,343.006,322.201,230.132,313.592,389.665,2008
SSD,South Sudan,"Inflation, average consumer prices",Percent change,,52.813,379.849,187.852,83.502,51.187,23.984,23,24,19.3,2019
SSD,South Sudan,Unemployment rate,Percent of total labor force,,,,,,,,,,,
SSD,South Sudan,Population,Persons,Millions,11.882,12.231,12.585,12.976,13.378,13.779,14.179,14.59,15.013,2008
ESP,Spain,"Gross domestic product, constant prices",Percent change,,3.837,3.028,2.977,2.29,2.082,-10.823,5.737,6.385,2.623,2020
ESP,Spain,"Gross domestic product, current prices",U.S. dollars,Billions,"1,195.72","1,232.57","1,312.08","1,421.64","1,393.20","1,280.46","1,439.96","1,570.91","1,659.88",2020
ESP,Spain,"Gross domestic product per capita, current prices",U.S. dollars,Units,"25,764.22","26,535.55","28,196.76","30,423.17","29,576.25","27,179.45","30,536.86","33,171.17","34,906.78",2020
ESP,Spain,"Inflation, average consumer prices",Percent change,,-0.5,-0.203,1.956,1.675,0.7,-0.323,2.238,1.646,1.381,2020
ESP,Spain,Unemployment rate,Percent of total labor force,,22.058,19.635,17.225,15.255,14.105,15.533,15.37,14.771,14.144,2020
ESP,Spain,Population,Persons,Millions,46.41,46.45,46.533,46.729,47.105,47.111,47.155,47.358,47.552,2020
LKA,Sri Lanka,"Gross domestic product, constant prices",Percent change,,5.008,4.487,3.578,3.272,2.255,-3.569,3.647,3.296,3.918,2019
LKA,Sri Lanka,"Gross domestic product, current prices",U.S. dollars,Billions,80.557,82.39,87.422,87.922,83.978,80.7,80.785,83.315,88.909,2019
LKA,Sri Lanka,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,841.52","3,885.76","4,076.75","4,057.33","3,851.67","3,681.55","3,665.77","3,760.38","3,991.48",2019
LKA,Sri Lanka,"Inflation, average consumer prices",Percent change,,2.237,3.988,6.581,4.27,4.303,4.557,5.115,6.25,6.5,2020
LKA,Sri Lanka,Unemployment rate,Percent of total labor force,,4.7,4.4,4.2,4.4,4.8,5.5,5.3,5.1,5,2019
LKA,Sri Lanka,Population,Persons,Millions,20.97,21.203,21.444,21.67,21.803,21.92,22.038,22.156,22.275,2019
KNA,St. Kitts and Nevis,"Gross domestic product, constant prices",Percent change,,0.717,3.904,0.944,2.67,4.804,-14.41,-1.025,10.003,5.101,2019
KNA,St. Kitts and Nevis,"Gross domestic product, current prices",U.S. dollars,Billions,0.958,1.009,1.061,1.079,1.165,0.981,0.976,1.092,1.157,2019
KNA,St. Kitts and Nevis,"Gross domestic product per capita, current prices",U.S. dollars,Units,"17,654.13","18,397.05","19,144.10","19,269.74","20,602.48","17,173.24","16,917.16","18,728.92","19,655.86",2015
KNA,St. Kitts and Nevis,"Inflation, average consumer prices",Percent change,,-2.302,-0.688,0.696,-1.036,-0.331,-0.589,-0.972,-0.546,0.822,2020
KNA,St. Kitts and Nevis,Unemployment rate,Percent of total labor force,,,,,,,,,,,
KNA,St. Kitts and Nevis,Population,Persons,Millions,0.054,0.055,0.055,0.056,0.057,0.057,0.058,0.058,0.059,2015
LCA,St. Lucia,"Gross domestic product, constant prices",Percent change,,-0.207,3.768,3.502,2.926,-0.064,-20.374,3.475,13.14,8.84,2020
LCA,St. Lucia,"Gross domestic product, current prices",U.S. dollars,Billions,1.81,1.866,1.997,2.065,2.119,1.617,1.715,1.998,2.218,2020
LCA,St. Lucia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"10,386.82","10,610.41","11,262.04","11,556.67","11,782.75","8,934.70","9,419.27","10,905.01","12,026.90",2015
LCA,St. Lucia,"Inflation, average consumer prices",Percent change,,-0.984,-3.079,0.105,2.386,0.536,-1.753,2.525,2.972,1.968,2020
LCA,St. Lucia,Unemployment rate,Percent of total labor force,,,,,,,,,,,
LCA,St. Lucia,Population,Persons,Millions,0.174,0.176,0.177,0.179,0.18,0.181,0.182,0.183,0.184,2015
VCT,St. Vincent and the Grenadines,"Gross domestic product, constant prices",Percent change,,1.33,1.897,1,2.163,0.534,-3.253,-6.072,8.33,6.096,2019
VCT,St. Vincent and the Grenadines,"Gross domestic product, current prices",U.S. dollars,Billions,0.755,0.774,0.792,0.811,0.825,0.807,0.769,0.855,0.929,2019
VCT,St. Vincent and the Grenadines,"Gross domestic product per capita, current prices",U.S. dollars,Units,"6,867.52","7,033.49","7,187.49","7,353.64","7,470.71","7,304.34","6,952.24","7,720.92","8,378.19",2016
VCT,St. Vincent and the Grenadines,"Inflation, average consumer prices",Percent change,,-1.726,-0.158,2.153,2.324,0.906,-0.606,1.953,2.145,2.143,2020
VCT,St. Vincent and the Grenadines,Unemployment rate,Percent of total labor force,,,,,,,,,,,
VCT,St. Vincent and the Grenadines,Population,Persons,Millions,0.11,0.11,0.11,0.11,0.11,0.111,0.111,0.111,0.111,2016
SDN,Sudan,"Gross domestic product, constant prices",Percent change,,1.907,3.464,0.71,-2.681,-2.178,-3.63,0.9,3.5,5,2019
